uid,
7.21E+17,construction on both directions from county line road cr to great neck road cr
7.21E+17,construction on both directions from county line road cr to great neck road cr
7.21E+17,construction on both directions from county line road cr to great neck road cr
7.21E+17,construction on both directions from dixon avenue cr to maple drive
7.21E+17,construction on both directions from dixon avenue cr to maple drive
7.21E+17,construction on both directions from dixon avenue cr to maple drive
7.21E+17,old__wounds amityville music hall
7.21E+17,revolution bar music hall
7.21E+17,update incident on at amityville station
7.21E+17,update incident on at amityville station
7.21E+17,update incident on at amityville station
7.21E+17,zao amityville music hall
7.21E+17,aerotek electrical technician ny
7.21E+17,amsterdam and gloversville going head to head in track and field amsterdam high school
7.21E+17,amsterdam new york
7.21E+17,maurices associate manager mit ny
7.21E+17,yeah baby almost full rom back physical therapy associates of schenectady amsterdam office in amsterdam ny
7.21E+17,a firehouse sub sounds good right on the lake
7.21E+17,im done playing on the lake
7.21E+17,its ok to ask for what you need its good to ask for what other people need too it says give
7.21E+17,aerotek design engineer with an interest in sales ny
7.21E+17,cleared construction on nb at ashford avenue cr
7.21E+17,construction on nb at ashford avenue cr
7.21E+17,construction on nb from exit lawrence street to exit cr
7.21E+17,im at ademan square in ardsley ny
7.21E+17,im at ademan square in ardsley ny
7.21E+17,im at deciccos food market in ardsley ny
7.21E+17,im at in ardsley ny
7.21E+17,im at in ardsley ny
7.21E+17,im at in ardsley ny
7.21E+17,im at the beeline system bus stop saw mill river rd ashford av in ardsley ny
7.21E+17,nite sunshines my grotto in ardsley ny
7.21E+17,update construction on nb at ashford avenue cr
7.21E+17,cleared incident on nb at exit ny bedford
7.21E+17,incident on nb at exit ny bedford armonk
7.21E+17,now i know where i get the leather and suede thing from lynchguy atlantic beach new beach
7.21E+17,can you recommend anyone for this senior smt manufacturing engineer ny
7.21E+17,congrats to new community college president brian durant
7.21E+17,drinking an ipa by moondog lounge
7.21E+17,home dailyclass a tanker truck ryder EMO_NEG ny
7.21E+17,oh how she loves him happy friday everyone auburn new york
7.21E+17,one set left in auburn tonight moondogs lounge such a great rockin night so far
7.21E+17,ready for the weekend one meeting then some invite printing stands between me and the weekend
7.21E+17,ryder home dailyclass a tanker truck ny
7.21E+17,the face of pure determination auburn new york
7.21E+17,were read about our latest opening here logistics manager ny
7.21E+17,the great thing abt baseball is that theres a crisis every day
7.21E+17,adults who eat breakfast have all their shit in order glens dinette in babylon ny
7.21E+17,babies__ mary carrolls
7.21E+17,babylon new york
7.21E+17,cleared incident on eb at babylon
7.21E+17,cleared incident on eb at babylon
7.21E+17,drinking a white aphro by at
7.21E+17,gym time fitness incentive in babylon ny
7.21E+17,incident on eb at babylon station
7.21E+17,incident on eb at babylon station
7.21E+17,incident on eb at babylon station
7.21E+17,incident on eb at babylon station
7.21E+17,omg dana.rose10 maddie is so big already such a cutie
7.21E+17,throwback to the polish princess bday monsoon steak
7.21E+17,when one door closes another opens what an emotional week it has
7.21E+17,im at qs quality cut in ny
7.21E+17,baldwinsville new york
7.21E+17,if its still funny in the morning baldwinsville new york
7.21E+17,how blue is the sky right now though burnt hills ballston lake senior high school lake
7.21E+17,wind mph barometer in rising slowly temperature rain today in humidity lake
7.21E+17,wind mph e barometer in falling temperature rain today in humidity lake
7.21E+17,wind mph e barometer in steady temperature rain today in humidity lake
7.21E+17,wind mph n barometer in rising slowly temperature rain today in humidity lake
7.21E+17,wind mph n barometer in rising slowly temperature rain today in humidity lake
7.21E+17,wind mph n barometer in rising temperature rain today in humidity lake
7.21E+17,wind mph n barometer in steady temperature rain today in humidity lake
7.21E+17,wind mph n barometer in steady temperature rain today in humidity lake
7.21E+17,wind mph n barometer in steady temperature rain today in humidity lake
7.21E+17,wind mph ne barometer in falling slowly temperature rain today in humidity lake
7.21E+17,wind mph ne barometer in falling slowly temperature rain today in humidity lake
7.21E+17,wind mph ne barometer in falling temperature rain today in humidity lake
7.21E+17,wind mph nne barometer in rising slowly temperature rain today in humidity lake
7.21E+17,wind mph nne barometer in rising temperature rain today in humidity lake
7.21E+17,wind mph nne barometer in rising temperature rain today in humidity lake
7.21E+17,wind mph nw barometer in steady temperature rain today in humidity lake
7.21E+17,wind mph w barometer in rising slowly temperature rain today in humidity lake
7.21E+17,wind mph w barometer in rising slowly temperature rain today in humidity lake
7.21E+17,wind mph w barometer in steady temperature rain today in humidity lake
7.21E+17,wind mph w barometer in steady temperature rain today in humidity lake
7.21E+17,wind mph w barometer in steady temperature rain today in humidity lake
7.21E+17,favorite health care staffing registered nurse rn geri ny spa
7.21E+17,ny licensed practical nurse lpn geri per diem at favorite health care staffing spa
7.21E+17,the bromance is real when you win in a row spa
7.21E+17,cleared construction on eb from orange county side to dutchess county
7.21E+17,im at in newburgh ny
7.21E+17,deedeespo slavik fred astaire dance studio
7.21E+17,see our latest ny and click to apply shift supervisor trainee
7.21E+17,alert licensed practical favorite health care staffing ny
7.21E+17,can you recommend anyone for this certified nursing assistant cna geri contract ny
7.21E+17,half a pie to sell before tonights midnight pizza toss homestretch grill in batavia ny
7.21E+17,impromptu happy hour at in batavia ny
7.21E+17,join the maurices team see our latest opening here ny
7.21E+17,waterloo notre dame dwyer stadium
7.21E+17,department of veterans affairs staff psychiatrist ny
7.21E+17,interested in a near ny this could be a great fit
7.21E+17,interested in a near ny this could be a great fit
7.21E+17,join the department of veterans affairs team see our latest opening here ny
7.21E+17,were read about our latest opening here registered nurse ny
7.21E+17,can you recommend anyone for this cvicu ny shore
7.21E+17,can you recommend anyone for this ny shore
7.21E+17,if youre a professional in ny check out this shore
7.21E+17,islanders game on the big screen shore
7.21E+17,just posted a photo bay shore new york shore
7.21E+17,just posted a photo bay shore new york shore
7.21E+17,just posted a photo bay shore new york shore
7.21E+17,macys beauty retail sales fragrances full time bronx ny macys bay plaza ny shore
7.21E+17,pager rager birthday bash in the mix all night lonng the long island eagle tavern in bay shore ny shore
7.21E+17,running miles without water was not my best shore
7.21E+17,see our latest ny and click to apply beauty advisor shore
7.21E+17,see our latest ny and click to apply stylist shore
7.21E+17,this might be a great fit for you cvicu ny shore
7.21E+17,want to work at the cheesecake factory were in ny click for details shore
7.21E+17,were click to apply accounting clerk ny shore
7.21E+17,you will always be my best friend aji shore
7.21E+17,see our latest ny and click to apply beauty advisor
7.21E+17,see our latest ny and click to apply customer service representativeretail sales
7.21E+17,this might be a great fit for you barista us montauk highway ny
7.21E+17,agility training at the dog park with colie57 friends of beacon
7.21E+17,beacon blossoms beacon new york
7.21E+17,beacon new york
7.21E+17,dont be a sad banana be a dandy banana or rather be formal banana or you can be both
7.21E+17,drinking a hop project fuggle by way brewing company way brewing company
7.21E+17,drinking an eclipse pale ale by way brewing company way brewing company
7.21E+17,im at chateau budryk in beacon ny
7.21E+17,im at way brewing company in beacon ny
7.21E+17,keeping it booshie in beacon the roundhouse
7.21E+17,live in a time not of mainstream but of many streams or even if you insist upon a river of
7.21E+17,nor do i like to i enjoy being home and chillin beacon new york
7.21E+17,stylestorehouse trying to remove the
7.21E+17,youre not bffs until you buy two sandwiches with the intention of going halfsies so you can try
7.21E+17,alert retail customer service associate fedex office ny hills
7.21E+17,another all the were on the for hills
7.21E+17,cleared construction on nb from exit saw mill river parkway nb entrance ramp sb exit ramp to hills
7.21E+17,sloop juice bomb now available in bottles hills
7.21E+17,you know its a good when is on the sub hills
7.21E+17,cleared construction on both directions from old post road ny to ny
7.21E+17,construction on both directions from old post road ny to ny
7.21E+17,update construction on both directions from old post road ny to ny
7.21E+17,beauty advisor cvs health EMO_NEG ny
7.21E+17,its official
7.21E+17,speedway customer service representativeretail sales ny
7.21E+17,welp i cant believe it in a couple of weeks i will have my own gear and will be riding the
7.21E+17,mario the bear going for par on the hole green bellport golf
7.21E+17,bea utiful village of bergen
7.21E+17,cablevision creative operations plan manager ny
7.21E+17,cablevision java developer intern ny
7.21E+17,can you recommend anyone for this logistics ops person lead ny
7.21E+17,drinking a stone enjoy by ipa by bethpage ny
7.21E+17,enjoying a the waldos special ale aka waldos by bethpage ny
7.21E+17,holy crap would you look this bad boy okay no more typing cant wait to dig into this
7.21E+17,live featuring dave and b.k parkside tavern in bethpage ny
7.21E+17,ny retail account executive long at
7.21E+17,talent show joseph another student are performing a magic act jfk middle school in bethpage ny
7.21E+17,this might be a great fit for you intern business planning ny
7.21E+17,want to work in ny view our latest opening
7.21E+17,bye bye nyonward to puppy noah__ candlewood suites flats
7.21E+17,can you recommend anyone for this family medicine physician assistant ny flats
7.21E+17,family medicine physician assistant guthrie clinic EMO_NEG ny flats
7.21E+17,family medicine physician assistant guthrie clinic EMO_NEG ny flats
7.21E+17,in ny health enthusiast parttime at the vitamin shoppe flats
7.21E+17,in ny store manager at the vitamin shoppe flats
7.21E+17,mm southern tier elmira corning regional airport elm in horseheads ny flats
7.21E+17,this might be a great fit for you assistant store manager ny flats
7.21E+17,can you recommend anyone for this lead medical support assistant binghamton cboc ny
7.21E+17,can you recommend anyone for this maintenance mechanic ny
7.21E+17,can you recommend anyone for this ny
7.21E+17,dinner break frisbee in the park on a beautiful spring day
7.21E+17,drinking a hop warrior imperial ipa by rooster fish brewing at
7.21E+17,drinking a resin by sunrise terrace mile loop
7.21E+17,er rn emergency room supplemental health care EMO_NEG ny
7.21E+17,i see your family homestead from here binghamton new york
7.21E+17,im at the relief pitcher in binghamton ny
7.21E+17,im at thirstys tavern in binghamton ny
7.21E+17,interested in a near ny this could be a great fit
7.21E+17,liberty mutual insurance experienced sales representative_ upstate new york ny
7.21E+17,not too long after this i ended up with multiple photos and a snapchat video of us
7.21E+17,our southern tier high tech incubator is coming along binghamton new york
7.21E+17,see our latest ny and click to apply pharmacy technician
7.21E+17,want to work in ny view our latest opening
7.21E+17,were read about our latest opening here store seasonal employee ny
7.21E+17,bow echo coming right on top of utica strong straightline winds are possible
7.21E+17,im at econo lodge in blasdell ny
7.21E+17,interested in a near ny this could be a great fit
7.21E+17,see our latest ny and click to apply part time salesdressbarn
7.21E+17,unifirst corporation sales representativeaccepting applications ny
7.21E+17,want to work at panera bread were in ny click for details
7.21E+17,wegmans
7.21E+17,were click to apply retail customer service associate ny
7.21E+17,were click to apply sales representativeaccepting applications ny
7.21E+17,can you recommend anyone for this rn lpn trach vent full time blue point ny point
7.21E+17,cold zero day at stunning at my home needs to warm up point
7.21E+17,ive decided that this is my favorite picture because i have no idea whats going on__ thank you point
7.21E+17,andthen there were these killer death redemption
7.21E+17,can you recommend anyone for this ny
7.21E+17,fedex office retail customer service associate ny
7.21E+17,final meal in long islandfor now airport diner in bohemia ny
7.21E+17,off the chest studios
7.21E+17,see our latest sunrise highway ny and click to apply shift supervisor us
7.21E+17,thank you to mcguires comedy club for hosting another successful event for gallomcneely road
7.21E+17,the vitamin shoppe key holder ny
7.21E+17,then there were these the belt squat machine is probably one of the best machines ever created
7.21E+17,just posted a photo sky zone deer park
7.21E+17,were read about our latest opening here manager traineeretail sales ny
7.21E+17,accident in on orangeport rd both from wickham dr to brewerton rd
7.21E+17,construction on sb from onondaga oswego county line to exit us bartell road brewerton
7.21E+17,construction on sb from onondaga oswego county line to exit us bartell road brewerton
7.21E+17,update construction on sb from onondaga oswego county line to exit us bartell road brewerton
7.21E+17,want to work in ny view our latest opening
7.21E+17,were click to apply cdla owner operator truck driver truckload big rock ny
7.21E+17,cleared incident on wb at ny
7.21E+17,construction on both directions from start route ny us to ice pond road
7.21E+17,incident on wb at exit i84 carmel ny
7.21E+17,update construction on both directions from start route ny us to ice pond road
7.21E+17,cvs health beauty advisor ny manor
7.21E+17,a huge thanks to for donating the eggs for tomorrows egg drop challenge if
7.21E+17,alert shift supervisor us starbucks
7.21E+17,accident in on brighton henrietta town line rd both at i390
7.21E+17,accident in on hwy both east of i
7.21E+17,accident in on linden av both at
7.21E+17,accident in on westfall rd both at clinton ave
7.21E+17,accident with injuries in on i490 wb at
7.21E+17,accident with injuries in on westfall rd both at clinton ave
7.21E+17,can you recommend anyone for this ny
7.21E+17,chicos sales associate ny
7.21E+17,cleared construction on eb from scottsville road ny to lomb memorial
7.21E+17,cleared incident on nb at blossom
7.21E+17,cleared incident on nb at blossom
7.21E+17,construction on nb from exit i390 i590 to west henrietta road ramp
7.21E+17,construction on nb from exit i390 i590 to west henrietta road ramp
7.21E+17,dinner fixins tops friendly markets in rochester ny
7.21E+17,incident on wb at exit ny
7.21E+17,interested in a near ny this could be a great fit
7.21E+17,it caused me physical pain to see this literal piece of trash talk about himself for minutes
7.21E+17,just left the dr.s office and feeling great until she pulled that needle out talking about im overdue for some shots
7.21E+17,with students for the harley school
7.21E+17,you ought to know by now duffs famous wings in rochester ny
7.21E+17,alert retail store positions cvs health ny
7.21E+17,catch us litty on a friday in benedict hall
7.21E+17,firestone wookey jack black rye ipa now available on tap
7.21E+17,roc brewing badass ipa now available on tap
7.21E+17,rooftop selfies dont worry about it the college at brockport state university of new york
7.21E+17,sales associate maurices EMO_NEG ny
7.21E+17,stone imperial russian stout now available on tap
7.21E+17,want to work in ny view our latest opening
7.21E+17,a beautiful night for yankee stadium
7.21E+17,a family that dances together stays together decided to stay for
7.21E+17,abena palmore is a licensed professional hairstylist deva advanced stylist educator public
7.21E+17,absolutely no clue what was happening yankee stadium
7.21E+17,adam edenwald projects
7.21E+17,always on the movealways peepin game highbridge gardens
7.21E+17,am i a true new yorker now yankee stadium
7.21E+17,am i home yet__ mta167th stb d lines
7.21E+17,america yankee stadium
7.21E+17,americas pastime yankee stadium
7.21E+17,and by love it i mean it makes me want to jum p off a
7.21E+17,andys happy
7.21E+17,apparently rob ryan moonlights at yankee stadium selling crackerjacks yankee stadium
7.21E+17,are you building bridges to nowhere hour fitness riverdale ny
7.21E+17,are you in or what join team dvd and run the bronx on may
7.21E+17,as long as she doesnt let society her past experiences that caused pain and remains smart
7.21E+17,at for
7.21E+17,at home holding it down with the don in the back
7.21E+17,at in bronx ny
7.21E+17,at the
7.21E+17,at wishing a happy birthday to sunshine4life1 with my sister esthetic_styles
7.21E+17,awake but always dreaming
7.21E+17,back in the new york groove
7.21E+17,baseball means its almost summer yankee stadium
7.21E+17,bbqs double shot__ here til midnight dallas bbqs fordham rd
7.21E+17,beautiful afternoon in the the hub149th avenue
7.21E+17,because im a ridiculous aesthete as much as i am an as pe rg er s having dork with dumb special interests i
7.21E+17,been a just grew up a lil.l but im always around
7.21E+17,before i go
7.21E+17,behind the scenes melodramatic snapchatting just kicked in along rhinavalentin or
7.21E+17,best big brother award goes to best bday gift
7.21E+17,big lit bronx new york
7.21E+17,bill clinton college of mount saint vincent
7.21E+17,bill clinton talking about how great mount saint vincent is college of mount saint vincent
7.21E+17,bill clinton talking about how great mount saint vincent is college of mount saint vincent
7.21E+17,blessed squad bronx new york
7.21E+17,bronx
7.21E+17,bronx lebanon hospital
7.21E+17,bronx ny
7.21E+17,brown and yellow oh so mellow jajaj with bigeyesworld
7.21E+17,buen dia new york the bronx
7.21E+17,but actually doing that is a pain in the ass bc thats like two accounts vsco and ios and two passwords and
7.21E+17,california arizona gave me the best gifts
7.21E+17,came in today glad i payed off the preorder weeks ago
7.21E+17,can you recommend anyone for this infection control practitioner ny
7.21E+17,can you recommend anyone for this lpn licensed practical nurse rn registered nurse ny
7.21E+17,can you recommend anyone for this ny
7.21E+17,can you recommend anyone for this ny
7.21E+17,can you recommend anyone for this shuttle driver cdl a new york
7.21E+17,cant sleepwat is
7.21E+17,castle hill avenue
7.21E+17,celebrating baby kabat boy or girl frankie and johnnies pine
7.21E+17,checked in yankee stadium for the vs game
7.21E+17,cheers from the bronx yankee stadium
7.21E+17,chilling on tha cut with djrkryses_
7.21E+17,cleared closure on both directions at castle hill
7.21E+17,cleared construction on at pelham bay park
7.21E+17,cleared construction on at pelham bay park
7.21E+17,cleared construction on both directions from avenue149th street station to street
7.21E+17,cleared construction on both directions from avenue149th street station to street
7.21E+17,cleared construction on both directions from east tremont avenue to east
7.21E+17,cleared construction on eb from edgewater avenue to bronx river
7.21E+17,cleared construction on from avenue138th street station to parkchestere
7.21E+17,cleared construction on from avenue138th street station to parkchestere
7.21E+17,cleared construction on from gun hill road station to e street
7.21E+17,cleared construction on from gun hill road station to e street
7.21E+17,cleared construction on from parkchestere street station to pelham bay park
7.21E+17,cleared construction on from parkchestere street station to pelham bay park
7.21E+17,cleared construction on manhattan bound from parkchestere street station to
7.21E+17,cleared construction on manhattan bound from parkchestere street station to
7.21E+17,cleared construction on nb from major deegan expressway i87 nyc line to before exit
7.21E+17,cleared construction on sb from croes avenue to harrod
7.21E+17,cleared construction on sb from east tremont avenue to east
7.21E+17,cleared construction on sb from southern boulevard to arthur avenue
7.21E+17,cleared construction on sb from westchesterbronx county line to exit
7.21E+17,cleared incident on both directions from e street station to dyre avenueeastchester
7.21E+17,cleared incident on both directions from e street station to dyre avenueeastchester
7.21E+17,cleared incident on eb at bronx river
7.21E+17,cleared incident on eb from exit i87major deegan expressway east street to bronx river
7.21E+17,cleared incident on from east street station to street3rd avenue
7.21E+17,cleared incident on from east street station to street3rd avenue
7.21E+17,cleared incident on nb at webster avenue us
7.21E+17,cleared incident on nb from bruckner interchange to exit bronx pelham
7.21E+17,cleared incident on nb from start route i87 i278 bruckner expressway exit
7.21E+17,cleared incident on sb at exit bronx pelham
7.21E+17,cleared incident on sb from bruckner interchange to start route i95 george washington
7.21E+17,cleared incident on sb from east street station to street3rd avenue
7.21E+17,cleared incident on sb from east street station to street3rd avenue
7.21E+17,cleared incident on sb from exit mosholu parkway dr theodore kazimiroff boulevard
7.21E+17,cleared incident on sb from us east fordham road to cross bronx expressway east
7.21E+17,cleared incident on sb from west kingsbridge road to exit
7.21E+17,cleared incident on sb from zerega avenue to start route i95 george washington
7.21E+17,cleared special event on at in the
7.21E+17,cliff
7.21E+17,closure on both directions at castle hill avenue
7.21E+17,come out and party with ya don april wednesday night also my pops birthday
7.21E+17,come to them as them and awaken them at the same time
7.21E+17,congrats sheena eric yankee stadium
7.21E+17,conociendo a winter y a otra gente interesante cerca entrando en badoo
7.21E+17,construction on at pelham bay park station
7.21E+17,construction on eb at bronx river parkway
7.21E+17,construction on from avenue138th street station to parkchestere street station
7.21E+17,construction on from avenue138th street station to parkchestere street station
7.21E+17,construction on nb from east street to cross bronx expressway east street
7.21E+17,construction on sb at bronx pelham parkway exit pelham parkway south
7.21E+17,construction on sb from cross bronx expressway east street to east street
7.21E+17,cuando alguien quiere estar contigo contigo no
7.21E+17,cuando el sobrino es un bobo y te toca el tio section8isballin song by today in al
7.21E+17,cvs health pharmacy technician ny
7.21E+17,damnnseating in front off a bunch of kids not fun
7.21E+17,did a movie last night with samm_wilson
7.21E+17,don robinson dad i know he is not a yankee anymore but
7.21E+17,dont miss this show and live at truffawineroom thank you
7.21E+17,drinking a modelo especial by at
7.21E+17,drinks food and good company at painting
7.21E+17,dubin these hoes i need quarantine in the same league but we dont
7.21E+17,dulce.rob my
7.21E+17,dun match de baseball yankee stadium superbe stade classe et
7.21E+17,early morning commute king troup i87
7.21E+17,early morning starting off my grind street
7.21E+17,east bronx in bronx ny
7.21E+17,el rey de los deportes yankee stadium
7.21E+17,en de el bronx se presenta desde dominicana tocando todos sus
7.21E+17,en la vida hay que saber a quien y a quien llorarle no todo el mundo merece ambas
7.21E+17,enjoying a chicken tender and fry bucket with no regrets yankee stadium
7.21E+17,esta noche mis ni_os la vagabunderia a hacer estragos de nuevo info en el flyer hola
7.21E+17,este miercoles de abril presenta en su primera para el
7.21E+17,event with apple
7.21E+17,fat fionnas or normal
7.21E+17,favorite health care staffing registered nurse rn peds contract ny
7.21E+17,fdny on scene of a street
7.21E+17,fdny operating at a fatal fire street
7.21E+17,february lorillard place belmont the bronx units sf two family home two family
7.21E+17,february lowerre place williamsbridge the bronx units sf two family home two family
7.21E+17,fell asleep to meet the flowers graffiti ink
7.21E+17,finally met great guy yankee stadium
7.21E+17,first ever baseball game go yankees yankee stadium
7.21E+17,first game of the season for me_ yankees v mariners what
7.21E+17,first game of the season lets go yankee stadium
7.21E+17,first game this season yankee stadium
7.21E+17,for
7.21E+17,fordham rd shopping district
7.21E+17,friday night lights
7.21E+17,friday night yankee stadium
7.21E+17,friday nights done right yankee stadium
7.21E+17,fuck its only on the ios version this is some hot
7.21E+17,g.mix magazine publication issue log onto link in bio
7.21E+17,gametime yankee stadium
7.21E+17,gatsby time villa barone manor
7.21E+17,get your tickets now support my boy
7.21E+17,gm rise grind give god the glory today everyday jump up gonna be a beautiful day
7.21E+17,good morning everyone psac ii
7.21E+17,good morning if you havent already check out braendlee latest video never quit shot by me
7.21E+17,gotta love it when even the announcers notice lol nbbaseball
7.21E+17,grand concourse
7.21E+17,grand concourse
7.21E+17,grand concourse
7.21E+17,grand concourse
7.21E+17,grand concourse
7.21E+17,great morning today feels like a minivacation ready for the to start blooming
7.21E+17,guess where im at salsa con fuego
7.21E+17,guilty pleasures city island bronx
7.21E+17,haa lol
7.21E+17,had a great time at the game we lost but im still a die hard fan got to meet one of my
7.21E+17,happy baby with her big protein shake lol harbor point
7.21E+17,happy birthday to my brother good go resturant
7.21E+17,happy birthweek to my beautiful aries twins college of mount saint
7.21E+17,happy friday
7.21E+17,happy friday burnside avenue
7.21E+17,hats
7.21E+17,having dinner with my son bx dallas bbqs in bronx ny
7.21E+17,having fun with my students after the test
7.21E+17,he is here president hillaryclinton
7.21E+17,heres alittle promo vid of iambossmanog rockin that new__we have out now and dropping
7.21E+17,hes such a great catch yankee stadium
7.21E+17,high bridge the bronx
7.21E+17,his yankee stadium
7.21E+17,history was made last night while the warriors broke the bulls record with
7.21E+17,holy
7.21E+17,huh it doesnt show up on my app wait do you mean the nikelab one thats been out for like
7.21E+17,i almost wanna like ask u to log into my app store account on your old phone and buy it for me so it could transfer
7.21E+17,i guess this means add me on snapchat
7.21E+17,i had a really bad attack of anxiety and depersonalization and im legit calming myself down by watching old weather channel
7.21E+17,i have finally found where i belong__ bronx zoo
7.21E+17,i love my big boy but i miss this baby face casa de colon
7.21E+17,i love you_ yankee stadium
7.21E+17,i miss living here lol valentine ave in bronx ny
7.21E+17,i need more people to try our day challenges youlol receive my discount and
7.21E+17,i should buy stock in the team yankee stadium
7.21E+17,i spent on a beer and it was worth it yankee stadium
7.21E+17,i used to coach them when they were kids they are now strong and intelligent young men im
7.21E+17,i used to coach them when they were kids they are now strong and intelligent young men im
7.21E+17,i want to buy the vsco x wwf preset but my iphone is broken right now is there any way someone on android could get it bronx
7.21E+17,i wanted stay downtown grand ave in bronx ny
7.21E+17,i wish my hair didnt tangle so
7.21E+17,i wonder if when talks about
7.21E+17,if you tired of seeing brothers getting beat by police and
7.21E+17,if youre a professional in ny check out this
7.21E+17,if youre a professional in ny check out this
7.21E+17,if youre a professional in ny check out this
7.21E+17,if youre a professional in ny check out this
7.21E+17,if youre ready for something new and something fresh we got you covered the biggest nyc
7.21E+17,im at bronx ymca in bronx ny
7.21E+17,im at bronxwood in bronx ny
7.21E+17,im at heaven house studios in paterson nj
7.21E+17,im at heaven house studios in paterson nj
7.21E+17,im at in bronx ny
7.21E+17,im at in bronx ny
7.21E+17,im at in bronx ny
7.21E+17,im at in bronx ny
7.21E+17,im at in bronx ny
7.21E+17,im at in bronx ny
7.21E+17,im at la masa in bronx ny
7.21E+17,im at major deegan expressway i87 in bronx ny
7.21E+17,im at morris heights health center in bronx ny
7.21E+17,im at morris park in bronx ny
7.21E+17,im at my cribbo in bronx ny
7.21E+17,im at new york company in bronx ny
7.21E+17,im at target in bronx ny
7.21E+17,im at the queen in bronx ny
7.21E+17,im at yankee stadium for in bronx ny
7.21E+17,im at yankee stadium for in bronx ny
7.21E+17,im at yankee stadium in bronx ny
7.21E+17,im at yankee stadium in bronx ny
7.21E+17,im slowly developing a vendetta against the new
7.21E+17,im still lola from the block maestros
7.21E+17,im studying to stay off
7.21E+17,im the focal point like biggie in his prime on the low tho the city is mine jayz
7.21E+17,in ny human resource coordinator at w.b mason
7.21E+17,in ny pharmacy technician at cvs health
7.21E+17,in ny registered nurse rn icu at favorite health care staffing
7.21E+17,in ny registered nurse rn psyc contract at favorite health care staffing
